着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,8,15,パッシングスルー,牝3,54,戸崎圭太,1:58.3,,**,3-3-3-3,33.8,4.5,2,476(+8),,,,[東]黒岩陽一,キャロットファーム,"3,552.5"
2,4,6,フェアリーポルカ,牝3,54,三浦皇成,1:58.3,ハナ,**,3-4-4-4,33.7,12.5,6,490(+16),,,,[西]西村真幸,山本剛士,"1,415.0"
3,8,14,カレンブーケドール,牝3,54,津村明秀,1:58.4,1/2,**,2-2-2-2,34.0,2.8,1,464(+4),,,,[東]国枝栄,鈴木隆司,887.5
4,3,5,レッドベルディエス,牝3,54,ルメール,1:58.6,1.1/4,**,13-11-8-7,33.7,4.8,3,458(-2),,,,[東]鹿戸雄一,東京ホースレーシング,530.0
5,3,4,フィリアプーラ,牝3,54,丸山元気,1:58.7,3/4,**,8-8-4-4,34.1,29.5,8,444(+4),,,,[東]菊沢隆徳,キャロットファーム,350.0
6,7,12,ローズテソーロ,牝3,54,横山典弘,1:58.9,1.1/4,**,5-5-8-7,34.0,47.1,10,448(0),,,,[東]金成貴史,了徳寺健二ホールディングス,
7,1,1,エアジーン,牝3,54,石橋脩,1:58.9,クビ,**,10-11-14-10,33.6,25.1,7,446(+8),,,,[東]堀宣行,ラッキーフィールド,
8,2,2,クールウォーター,牝3,54,野中悠太,1:59.0,1/2,**,13-14-11-10,33.8,35.2,9,424(+4),,,,[東]堀宣行,金子真人ホールディングス,
9,2,3,スパークオブライフ,牝3,54,藤田菜七,1:59.2,1.1/2,**,15-15-15-13,33.8,85.7,13,400(+2),,,,[東]小島茂之,西見徹也,
10,5,8,グラディーヴァ,牝3,54,Ｍ．デム,1:59.3,クビ,**,11-5-4-4,34.7,7.6,4,454(+2),,,,[西]角居勝彦,近藤英子,
11,7,13,アップライトスピン,牝3,54,田辺裕信,1:59.5,1.1/4,**,6-5-7-7,34.8,11.1,5,464(+2),,,,[東]池上昌和,キャロットファーム,
12,6,11,メイクハッピー,牝3,54,大野拓弥,1:59.7,1.1/4,**,1-1-1-1,35.4,56.3,11,474(-6),,,,[東]新開幸一,吉田和子,
13,4,7,トーセンガーネット,牝3,54,武藤雅,1:59.8,1/2,**,6-8-11-13,34.6,156.5,14,452(+3),,,,[東]小笠倫弘,島川隆哉,
14,6,10,レオンドーロ,牝3,54,柴田大知,2:00.0,1.1/4,**,8-8-10-10,34.9,83.9,12,470(+14),,,,[東]伊藤大士,ビッグレッドファーム,
15,5,9,ウエスタンランポ,牝3,54,菊沢一樹,2:00.9,5,**,11-11-11-13,35.7,487.6,15,414(+6),,,,[東]深山雅史,西川賢,
